name;jaltimpact-runtime;jaltimpact-result;afaminisat-runtime;afaminisat-result;afaminisat-nt-runtime;afaminisat-nt-result;bisim-runtime;bisim-result;abc-runtime;abc-result
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N180;1.29; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N190;1.63; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N20;1.23; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;1.24; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N200;1.48; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N210;1.4; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N220;1.39; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N230;1.68; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N240;1.6; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N250;1.46; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N260;1.58; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N270;1.4; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N280;1.59; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N290;1.62; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N30;1.29; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;17.13; NOT EMPTY;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N300;1.78; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N310;1.48; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N320;1.78; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N330;1.63; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N340;1.88; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N350;1.7; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N360;1.46; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N370;1.42; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N380;1.67; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N390;1.47; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N40;1.17; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N400;1.8; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N410;1.66; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N420;1.83; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N430;1.92; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N440;1.46; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N450;1.67; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N460;1.81; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N470;1.69; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N480;1.54; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N490;1.5; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N50;1.26; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N500;1.97; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N510;1.6; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N520;1.92; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N530;1.74; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N540;1.84; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N550;2.14; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N560;1.82; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N570;1.75; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N580;1.55; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N590;1.68; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N60;1.34; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N600;1.65; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N610;1.63; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N620;1.93; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N630;1.77; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N640;1.78; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N650;1.82; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N660;1.8; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N670;1.8; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N680;1.66; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N690;1.82; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N70;1.42; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N700;1.78; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.12; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N710;1.89; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N720;1.85; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N730;1.75; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N740;2.0; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N750;1.95; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N760;1.95; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N770;1.91; NOT EMPTY;0.01; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N780;1.85; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N790;1.87; NOT EMPTY;0.01; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N80;1.17; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N800;1.94; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N810;2.05; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N820;2.24; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N830;2.16; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N840;1.89; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N850;2.06; NOT EMPTY;0.01; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N860;2.15; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N870;2.13; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.15; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N880;1.97; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.15; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N890;2.47; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N90;1.41; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N900;2.08; NOT EMPTY;0.01; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N910;2.35; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.14; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N920;2.25; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N930;1.89; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.13; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N940;1.97; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.15; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N950;2.02; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N960;2.1; NOT EMPTY;0.01; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.15; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N970;2.43; NOT EMPTY;0.0; NOT EMPTY;0.01; NOT EMPTY;TO;TO;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N980;2.07; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.16; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternatePrecedence/N990;2.34; NOT EMPTY;0.01; NOT EMPTY;0.0; NOT EMPTY;TO;TO;0.16; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N10;1.3; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.41; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N100;1.45; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.49; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N1000;2.13; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;2.4; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N110;1.17; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.46; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N120;1.29; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.49; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N130;1.47; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.53; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N140;1.49; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.48; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N150;1.57; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.53; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N160;1.41; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.51; NOT EMPTY;0.08; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N170;1.29; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.48; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N180;1.34; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.43; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N190;1.34; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.54; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N20;1.23; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.38; NOT EMPTY;0.05; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N200;1.4; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.48; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N210;1.38; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.58; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N220;1.4; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.53; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N230;1.49; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.58; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N240;1.51; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.55; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N250;1.23; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.55; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N260;1.39; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.55; NOT EMPTY;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N270;1.54; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.57; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N280;1.37; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.59; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N290;1.47; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.59; NOT EMPTY;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N30;1.3; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.39; NOT EMPTY;0.09; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N300;1.51; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.63; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N310;1.36; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.62; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N320;1.35; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.68; NOT EMPTY;0.1; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N330;1.31; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.59; NOT EMPTY;0.06; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N340;1.49; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.58; NOT EMPTY;0.07; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N350;1.43; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.62; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N360;1.34; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.69; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N370;1.63; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.57; NOT EMPTY;0.11; NOT EMPTY
/home1/debian/bench/ltl_afa/created_ltl/LTLf-specific/AlternateResponse/N380;1.42; NOT EMPTY;0.0; NOT EMPTY;0.0; NOT EMPTY;0.67; NOT EMPTY;0.07; NOT EMPTY
